id,crypto,epoch,date,hour,direction,start_price,end_price,change_pct,change_abs,timestamp,dt,day_of_week,minute_in_session,epoch_sequence,is_market_open,rsi,volatility,price_momentum,spread_proxy,position_in_range,price_z_score,btc_correlation,multi_crypto_agreement,market_wide_direction,target
2967,btc,1767811500,2026-01-07,13,Down,91058.7,90821.3,-0.2607109479928817,-237.39999999999418,1768442315.321413,2026-01-15 01:58:35.321413040,3,838,20,1,39.598068934515204,0.2306957967851783,-0.007297060080512452,0.2607109479928817,0.0,-2.0503588860416064,1.0,1.0,-1,0
2968,btc,1767812400,2026-01-07,14,Down,90821.3,90696.9,-0.13697227412513224,-124.40000000000873,1768442315.322199,2026-01-15 01:58:35.322199106,3,898,21,1,33.89503827300662,0.21829507555047276,-0.007550316292597725,0.13697227412513224,0.0,-2.1425419272595714,1.0,1.0,-1,0
2969,btc,1767813300,2026-01-07,14,Up,90696.9,90766.8,0.07706988882752193,69.90000000000873,1768442315.3230588,2026-01-15 01:58:35.323058844,3,898,22,1,36.638691398914595,0.21854707644342636,-0.004410495245637414,0.07706988882752193,0.05474195316783051,-1.7377577481247046,1.0,1.0,1,1
2970,btc,1767814200,2026-01-07,14,Up,90771.7,90981.7,0.2313496387089809,210.0,1768442315.323893,2026-01-15 01:58:35.323893070,3,898,23,1,35.86733037547327,0.212358611335368,-0.002361917210086828,0.2313496387089809,0.22304017542484036,-1.0356341283066863,1.0,1.0,1,1
2971,btc,1767815100,2026-01-07,14,Up,90981.7,91094.6,0.12409088860727897,112.90000000000873,1768442315.324757,2026-01-15 01:58:35.324757099,3,898,24,1,39.868441338169994,0.21121150356824103,-0.004610097632667287,0.12409088860727897,0.3114574359777412,-0.6727808678654678,1.0,1.0,1,1
2972,btc,1767816000,2026-01-07,15,Down,91087.3,90876.9,-0.2309871958000827,-210.40000000000873,1768442315.325608,2026-01-15 01:58:35.325608015,3,958,25,1,37.630966239788386,0.20425485856043257,-0.006884726725525647,0.2309871958000827,0.14096640300727126,-1.2712110249018294,1.0,1.0,-1,0
2973,btc,1767816900,2026-01-07,15,Down,90877.0,90768.8,-0.11906202889619716,-108.19999999999709,1768442315.326474,2026-01-15 01:58:35.326473951,3,958,26,1,39.74996157193475,0.18407394688870304,-0.004606920359824351,0.11906202889619716,0.056308246534577965,-1.4977026722171354,1.0,1.0,-1,0
2974,btc,1767817800,2026-01-07,15,Up,90768.8,90900.0,0.14454305884841168,131.1999999999971,1768442315.327348,2026-01-15 01:58:35.327347994,3,958,27,1,42.770234097405904,0.18593563268628824,-0.0033637842792423323,0.14454305884841168,0.15905709139320895,-1.0678583173844238,1.0,1.0,1,1
2975,btc,1767818700,2026-01-07,15,Up,90900.0,90925.8,0.028382838283831587,25.80000000000291,1768442315.328248,2026-01-15 01:58:35.328248024,3,958,28,1,33.2292317301425,0.1862465536979039,-0.003218613584390906,0.028382838283831587,0.17926227582425344,-0.9587817948405865,1.0,1.0,1,1
2976,btc,1767819600,2026-01-07,16,Up,90951.8,91080.8,0.1418333666843317,129.0,1768442315.329149,2026-01-15 01:58:35.329149008,3,1018,29,0,38.82507212166077,0.17870349489680662,0.00024379904808546904,0.1418333666843317,0.3006500117471815,-0.4931848934325329,1.0,1.0,1,1
2977,btc,1767820500,2026-01-07,16,Up,91080.8,91084.2,0.003732949205534184,3.3999999999941792,1768442315.329976,2026-01-15 01:58:35.329976082,3,1018,30,0,46.71147685152006,0.17880184174077152,0.0028946954073547637,0.003732949205534184,0.3033127104706476,-0.43117881295459837,1.0,1.0,1,1
2978,btc,1767821400,2026-01-07,16,Down,91084.1,91012.7,-0.07838909315677349,-71.40000000000873,1768442315.330815,2026-01-15 01:58:35.330815077,3,1018,31,0,44.102096627127295,0.17808180029115703,0.0034819271661985507,0.07838909315677349,0.24731772260942597,-0.6129005810863131,1.0,1.0,-1,0
2979,btc,1767822300,2026-01-07,16,Down,91012.7,91011.8,-0.000988872981456631,-0.8999999999941792,1768442315.3316941,2026-01-15 01:58:35.331694126,3,1018,32,0,43.64671318395113,0.17054660257117918,0.0026992248266988206,0.000988872981456631,0.24661289059439417,-0.5701051715411358,1.0,1.0,-1,0
2980,btc,1767823200,2026-01-07,17,Down,91008.9,90879.2,-0.1425135343905894,-129.6999999999971,1768442315.332549,2026-01-15 01:58:35.332549095,3,1078,33,0,44.413303437928185,0.17281923346139266,-0.001126600184432669,0.1425135343905894,0.1427676403790331,-0.9691781485975872,1.0,1.0,-1,0
2981,btc,1767824100,2026-01-07,17,Up,90879.3,90981.1,0.11201670787517388,101.80000000000291,1768442315.333408,2026-01-15 01:58:35.333408117,3,1078,34,0,55.43463474351952,0.1532465181879549,-0.0012459574991272593,0.11201670787517388,0.22257028741482296,-0.5724594515814646,1.0,1.0,1,1
2982,btc,1767825000,2026-01-07,17,Up,90981.2,90981.2,0.0,0.0,1768442315.3342469,2026-01-15 01:58:35.334246874,3,1078,35,0,60.56170592162513,0.15333238022067544,0.0011477064028373452,0.0,0.22264860208315349,-0.5219179540902653,1.0,1.0,1,1
2983,btc,1767825900,2026-01-07,17,Up,90981.1,91113.0,0.14497516517166112,131.89999999999418,1768442315.3351328,2026-01-15 01:58:35.335132837,3,1078,36,0,62.29578065059852,0.13826342297068367,0.003792051894483617,0.14497516517166112,0.3258673349518133,0.06111062642704639,1.0,1.0,1,1
2984,btc,1767826800,2026-01-07,18,Up,91103.9,91113.9,0.010976478504213322,10.0,1768442315.3360178,2026-01-15 01:58:35.336017847,3,1138,37,0,55.53694086105049,0.13804210426520427,0.0023531353135313182,0.010976478504213322,0.3265721669668451,0.09036590582240386,1.0,1.0,1,1
2985,btc,1767827700,2026-01-07,18,Up,91116.8,91236.8,0.1316990939102339,120.0,1768442315.336889,2026-01-15 01:58:35.336889029,3,1138,38,0,55.90629672696591,0.1413304928746256,0.003420371335748573,0.1316990939102339,0.42282089435348325,0.6371176937598484,1.0,1.0,1,1
2986,btc,1767828600,2026-01-07,18,Down,91236.8,91131.6,-0.11530435087595914,-105.19999999999709,1768442315.337725,2026-01-15 01:58:35.337724924,3,1138,39,0,61.66956840457654,0.13793933656648918,0.0005577465283572725,0.11530435087595914,0.3404338632625692,0.24234664998466146,1.0,1.0,-1,0
2987,btc,1767829500,2026-01-07,18,Up,91125.8,91273.3,0.16186414824341736,147.5,1768442315.338609,2026-01-15 01:58:35.338608980,3,1138,40,0,72.42421548573094,0.12732907751005795,0.0020761010142265057,0.16186414824341736,0.45140574829662433,0.9914313669258394,1.0,1.0,1,1
2988,btc,1767830400,2026-01-07,19,Down,91273.3,91116.7,-0.17157262857813382,-156.60000000000582,1768442315.339471,2026-01-15 01:58:35.339471102,3,1198,41,0,59.4192819263815,0.12984741715027612,0.0011426976674684397,0.17157262857813382,0.3287649776802938,0.2734864277777291,1.0,1.0,-1,0
2989,btc,1767831300,2026-01-07,19,Down,91116.8,91026.6,-0.09899381892252261,-90.19999999999709,1768442315.340401,2026-01-15 01:58:35.340400934,3,1198,42,0,54.149514243310044,0.13191805097324713,0.0001626162761312333,0.09899381892252261,0.2582034615083276,-0.16809916405830302,1.0,1.0,-1,0
2990,btc,1767832200,2026-01-07,19,Up,91026.7,91132.2,0.11590006009225866,105.5,1768442315.341239,2026-01-15 01:58:35.341238976,3,1198,43,0,52.205629934712206,0.12420151274911838,0.002783915351367572,0.11590006009225866,0.3409037512725866,0.39360049373515876,1.0,1.0,1,1
2991,btc,1767833100,2026-01-07,19,Up,91132.2,91298.8,0.1828113443985834,166.60000000000582,1768442315.342098,2026-01-15 01:58:35.342097998,3,1198,44,0,58.07738632935789,0.12773139358845326,0.003491934039047573,0.1828113443985834,0.47137598872265446,1.4077253713807136,1.0,1.0,1,1
2992,btc,1767834000,2026-01-07,20,Up,91298.8,91330.8,0.03504974873711374,32.0,1768442315.3430028,2026-01-15 01:58:35.343002796,3,1258,45,0,62.33997982769267,0.11435128251415509,0.003842552087684137,0.03504974873711374,0.4964366825906138,1.7529606122249812,1.0,1.0,1,1
2993,btc,1767834900,2026-01-07,20,Up,91330.7,91439.3,0.11890853787390858,108.60000000000582,1768442315.343921,2026-01-15 01:58:35.343920946,3,1258,46,0,65.30612244891412,0.1109745928246112,0.003581267217630968,0.11890853787390858,0.5814080977366634,2.1846634688547697,1.0,1.0,1,1
2994,btc,1767835800,2026-01-07,20,Down,91439.2,91266.8,-0.18854058215731787,-172.39999999999418,1768442315.344785,2026-01-15 01:58:35.344784975,3,1258,47,0,63.49206349200186,0.11859833512288,0.0016781193648829351,0.18854058215731787,0.4463152948546951,1.1859529525167753,1.0,1.0,-1,0
2995,btc,1767836700,2026-01-07,20,Up,91266.8,91327.2,0.06617959652359257,60.39999999999418,1768442315.3457222,2026-01-15 01:58:35.345722198,3,1258,48,0,62.40590723343067,0.11904607771858822,0.0009908282622801412,0.06617959652359257,0.4936173545304638,1.4662426387356757,1.0,1.0,1,1
2996,btc,1767837600,2026-01-07,21,Down,91327.2,91326.8,-0.00043798561654597893,-0.39999999999417923,1768442315.3465621,2026-01-15 01:58:35.346562147,3,1318,49,0,62.3853211008552,0.11567910301490864,0.0021419573452019502,0.00043798561654597893,0.4933040958571189,1.3674184731766414,1.0,1.0,-1,0
2997,btc,1767838500,2026-01-07,21,Down,91326.7,91086.8,-0.26268331167116976,-239.89999999999418,1768442315.347418,2026-01-15 01:58:35.347418070,3,1318,50,0,49.12864174533148,0.13125852990445516,-0.002043313871636032,0.26268331167116976,0.32505210504374843,0.061562354378398014,1.0,1.0,-1,0
2998,btc,1767839400,2026-01-07,21,Down,91101.5,90777.9,-0.35520820184081037,-323.6000000000058,1768442315.34824,2026-01-15 01:58:35.348239899,3,1318,51,0,40.72540576346634,0.15288866419499772,-0.0037183084988811066,0.35520820184081037,0.06752813672362921,-1.673808222961413,1.0,1.0,-1,0
2999,btc,1767840300,2026-01-07,21,Up,90777.9,90843.9,0.07270492047073132,66.0,1768442315.349052,2026-01-15 01:58:35.349051952,3,1318,52,0,38.8030777999117,0.15407157685656736,-0.0020071056152818345,0.07270492047073132,0.12255106294288265,-1.35114176419123,1.0,1.0,1,1
3000,btc,1767841200,2026-01-07,22,Up,90844.0,90971.9,0.14079080621724516,127.89999999999418,1768442315.3498602,2026-01-15 01:58:35.349860191,3,1378,53,0,45.507230068044585,0.15418422970830267,-0.0017589831036670667,0.14079080621724516,0.22926219258022265,-0.6182463655890624,1.0,1.0,1,1
3001,btc,1767842100,2026-01-07,22,Down,90971.9,90840.5,-0.14444020626148754,-131.39999999999418,1768442315.350705,2026-01-15 01:58:35.350704908,3,1378,54,0,37.753254102969336,0.1554794242108244,-0.005019781201943574,0.14444020626148754,0.1622782235280689,-1.2798830169634945,1.0,1.0,-1,0
3002,btc,1767843000,2026-01-07,22,Down,90840.4,90682.3,-0.174041505761744,-158.09999999999127,1768442315.351608,2026-01-15 01:58:35.351608038,3,1378,55,0,37.719099852961214,0.1598314681225661,-0.007100561913396142,0.174041505761744,0.0,-2.003435316264282,1.0,1.0,-1,0
3003,btc,1767843900,2026-01-07,22,Up,90682.3,90701.5,0.02117281983363577,19.19999999999709,1768442315.352471,2026-01-15 01:58:35.352471113,3,1378,56,0,40.42528126285147,0.15559096463106759,-0.00806874068371044,0.02117281983363577,0.02301606329416789,-1.8529950059793256,1.0,1.0,1,1
3004,btc,1767844800,2026-01-07,23,Down,90701.5,90695.5,-0.0066151055936230375,-6.0,1768442315.353323,2026-01-15 01:58:35.353322983,3,1438,57,0,36.33690006879992,0.15544046609320025,-0.006259669452637784,0.0066151055936230375,0.015823543514739333,-1.765182555023032,1.0,1.0,-1,0
3005,btc,1767845700,2026-01-07,23,Up,90696.0,90981.7,0.31500837964187733,285.6999999999971,1768442315.354174,2026-01-15 01:58:35.354173899,3,1438,58,0,40.76963381262296,0.16981537198361085,-0.003783100762970948,0.31500837964187733,0.35890673699347797,-0.376134954154862,1.0,1.0,1,1
3006,btc,1767846600,2026-01-07,23,Down,90972.3,90941.0,-0.03440607745434919,-31.30000000000291,1768442315.355048,2026-01-15 01:58:35.355047941,3,1438,59,0,38.71061167744754,0.16824086872719768,-0.004224389773867077,0.03440607745434919,0.3101174778230244,-0.5503978622021043,1.0,1.0,-1,0
3007,btc,1767847500,2026-01-07,23,Down,90941.0,90918.9,-0.02430147018397183,-22.10000000000582,1768442315.355884,2026-01-15 01:58:35.355884075,3,1438,60,0,34.134146341433876,0.16328974119335155,-0.001843296723564869,0.02430147018397183,0.2836250299687889,-0.6273179746567692,1.0,1.0,-1,0
3008,btc,1767848400,2026-01-08,0,Up,90918.9,90983.1,0.0706123809241111,64.20000000001164,1768442315.356786,2026-01-15 01:58:35.356786013,3,58,61,0,40.73904811643474,0.16038350016508818,0.002260462072817493,0.0706123809241111,0.3605849916086884,-0.31033340724743563,1.0,1.0,1,1
3009,btc,1767849300,2026-01-08,0,Down,90983.0,90906.9,-0.08364199905477487,-76.10000000000582,1768442315.357684,2026-01-15 01:58:35.357683897,3,58,62,0,36.42003231014479,0.1599588746028926,0.0006934973069188111,0.08364199905477487,0.2692399904099318,-0.6582342993901441,1.0,1.0,-1,0
3010,btc,1767850200,2026-01-08,0,Down,90906.8,90786.9,-0.13189332371176715,-119.90000000000873,1768442315.35856,2026-01-15 01:58:35.358560085,3,58,63,0,33.807210125338955,0.15955420113045746,-0.002033594989221954,0.13189332371176715,0.1253895948213607,-1.2029323991890233,1.0,1.0,-1,0
3011,btc,1767851100,2026-01-08,0,Down,90786.8,90699.9,-0.09571876087714153,-86.90000000000873,1768442315.359434,2026-01-15 01:58:35.359433889,3,58,64,0,37.22343306251087,0.15302039072990029,-0.001547767790798238,0.09571876087714153,0.02134368178509498,-1.508199193014418,1.0,1.0,-1,0
3012,btc,1767852000,2026-01-08,1,Down,90699.9,90381.8,-0.35071703496915796,-318.09999999999127,1768442315.360296,2026-01-15 01:58:35.360296011,3,118,65,0,36.998621414001626,0.16759980346843342,-0.003313766854171063,0.35071703496915796,0.0,-2.5220072627880614,1.0,1.0,-1,0
3013,btc,1767852900,2026-01-08,1,Down,90381.8,90144.9,-0.26211029211634285,-236.90000000000873,1768442315.361116,2026-01-15 01:58:35.361115932,3,118,66,0,29.370794475244423,0.16875786113892416,-0.006136612955684351,0.26211029211634285,0.0,-2.832148639230587,1.0,1.0,-1,0
3014,btc,1767853800,2026-01-08,1,Up,90145.0,90265.2,0.13334072882577747,120.19999999999709,1768442315.361995,2026-01-15 01:58:35.361994982,3,118,67,0,29.048324933269953,0.17231104156566535,-0.004744447078410707,0.13334072882577747,0.09293881334980902,-2.1374742943428817,1.0,1.0,1,1
3015,btc,1767854700,2026-01-08,1,Down,90265.2,89765.9,-0.5531478354892061,-499.3000000000029,1768442315.362943,2026-01-15 01:58:35.362942934,3,118,68,0,23.846378504656812,0.20235749174319403,-0.013363126870568509,0.5531478354892061,0.0,-2.973147820861274,1.0,1.0,-1,0
3016,btc,1767855600,2026-01-08,2,Up,89765.8,89929.4,0.18225203808130855,163.59999999999127,1768442315.3638332,2026-01-15 01:58:35.363833189,3,178,69,0,31.723066465968657,0.21040021860278563,-0.011123695582850535,0.18225203808130855,0.09770527070634001,-2.2280718420142613,1.0,1.0,1,1
3017,btc,1767856500,2026-01-08,2,Up,89929.5,90140.4,0.23451703834669846,210.89999999999418,1768442315.364717,2026-01-15 01:58:35.364717007,3,178,70,0,37.53941816564402,0.21660687794881314,-0.00856257609803901,0.23451703834669846,0.22379586470657084,-1.5860655529067613,1.0,1.0,1,1
3018,btc,1767857400,2026-01-08,2,Up,90140.4,90319.9,0.19913379572311637,179.5,1768442315.365949,2026-01-15 01:58:35.365948915,3,178,71,0,42.25567010306836,0.2112051079115134,-0.007289265808705259,0.19913379572311637,0.3310625074698004,-1.0929672163329585,1.0,1.0,1,1
3019,btc,1767858300,2026-01-08,2,Up,90319.8,90424.2,0.11558927278403426,104.39999999999418,1768442315.3667781,2026-01-15 01:58:35.366778135,3,178,72,0,37.573001649479664,0.2124586702373589,-0.005309827966853975,0.11558927278403426,0.39339070156565087,-0.8027448444640186,1.0,1.0,1,1
3020,btc,1767859200,2026-01-08,3,Up,90424.2,90478.4,0.05993970640602525,54.19999999999709,1768442315.367861,2026-01-15 01:58:35.367861032,3,238,73,0,39.75006647165843,0.20994382761953442,-0.0033980673423148477,0.05993970640602525,0.42577984940836244,-0.632765310188396,1.0,1.0,1,1
3021,btc,1767860100,2026-01-08,3,Up,90478.4,90575.2,0.10698686095245154,96.80000000000291,1768442315.368754,2026-01-15 01:58:35.368753910,3,238,74,0,42.62857633077712,0.21003589742271764,-0.0013748636988574203,0.10698686095245154,0.4836261503525459,-0.36578149599576165,1.0,1.0,1,1
3022,btc,1767861000,2026-01-08,3,Down,90575.3,90306.7,-0.29654883836984897,-268.6000000000058,1768442315.36957,2026-01-15 01:58:35.369570017,3,238,75,0,36.66193405897953,0.21663462482938,-0.0008309194992798252,0.29654883836984897,0.32317437552286826,-0.9346315488504655,1.0,1.0,-1,0
3023,btc,1767861900,2026-01-08,3,Down,90306.7,90096.8,-0.23243015191563215,-209.89999999999418,1768442315.370384,2026-01-15 01:58:35.370383978,3,238,76,0,34.82560971039288,0.2214643142884764,-0.0005335853719954375,0.23243015191563215,0.19774112585155207,-1.3643328559256893,1.0,1.0,-1,0
3024,btc,1767862800,2026-01-08,4,Up,90096.8,90210.8,0.12653057600269932,114.0,1768442315.371233,2026-01-15 01:58:35.371232986,3,298,77,0,39.18447039385184,0.22427332712092818,-0.0006026685810256449,0.12653057600269932,0.26586590175689007,-1.0215141823620688,1.0,1.0,1,1
3025,btc,1767863700,2026-01-08,4,Down,90210.8,89937.3,-0.30317877682051375,-273.5,1768442315.372085,2026-01-15 01:58:35.372085094,3,298,78,0,36.620113692171095,0.2172850956456084,0.0019094110347026572,0.30317877682051375,0.10242619815943443,-1.6115246372116752,1.0,1.0,-1,0
3026,btc,1767864600,2026-01-08,4,Down,89931.9,89931.7,-0.00022239049769557813,-0.19999999999708962,1768442315.373025,2026-01-15 01:58:35.373024940,3,298,79,0,41.130335395870524,0.2176060499959315,2.5575618207263062e-05,0.00022239049769557813,0.09907971793951963,-1.5473671577091883,1.0,1.0,-1,0
3027,btc,1767865500,2026-01-08,4,Down,89931.8,89883.1,-0.054152146404272,-48.69999999999709,1768442315.3738859,2026-01-15 01:58:35.373885870,3,298,80,0,44.42741592164256,0.21748493985872305,-0.0028544359687774357,0.054152146404272,0.07003705031672286,-1.5610285552610603,1.0,1.0,-1,0
3028,btc,1767866400,2026-01-08,5,Down,89883.1,89819.8,-0.07042480733308365,-63.30000000000291,1768442315.374721,2026-01-15 01:58:35.374721050,3,358,81,0,40.28359511341357,0.2154148407360121,-0.0055369857583986715,0.07042480733308365,0.03220987211665186,-1.583813775529468,1.0,1.0,-1,0
3029,btc,1767867300,2026-01-08,5,Up,89819.8,90075.7,0.2849037740008263,255.89999999999418,1768442315.375593,2026-01-15 01:58:35.375592947,3,358,82,0,57.561261349174856,0.22896483480654886,-0.0038540567679891113,0.2849037740008263,0.1851320664515255,-0.881772921209622,1.0,1.0,1,1
3030,btc,1767868200,2026-01-08,5,Down,90075.8,90054.1,-0.024090821286069167,-21.69999999999709,1768442315.3764129,2026-01-15 01:58:35.376412868,3,358,83,0,53.270047726399575,0.22808792533743424,-0.0046895170560044,0.024090821286069167,0.17222421417472983,-0.8771915143503857,1.0,1.0,-1,0
3031,btc,1767869100,2026-01-08,5,Up,90066.8,90291.9,0.24992561076888625,225.09999999999127,1768442315.3772779,2026-01-15 01:58:35.377277851,3,358,84,0,53.91776570981362,0.23657880505380438,-0.003127787738807175,0.24992561076888625,0.3143301063702437,-0.22522205186006602,1.0,1.0,1,1
3032,btc,1767870000,2026-01-08,6,Down,90291.9,90165.0,-0.14054416841377154,-126.89999999999418,1768442315.378156,2026-01-15 01:58:35.378155947,3,418,85,0,45.88229039286294,0.22565722795228643,-0.0015690973095019434,0.14054416841377154,0.238496474244042,-0.5165551799217579,1.0,1.0,-1,0
3033,btc,1767870900,2026-01-08,6,Down,90165.0,90095.6,-0.07696999944545464,-69.39999999999418,1768442315.3790898,2026-01-15 01:58:35.379089832,3,418,86,0,41.09967497288326,0.2185506896348769,-1.3319008000278743e-05,0.07696999944545464,0.19702402294728708,-0.6511886987271679,1.0,1.0,-1,0
3034,btc,1767871800,2026-01-08,6,Down,90095.5,89949.3,-0.16227225555105093,-146.1999999999971,1768442315.379998,2026-01-15 01:58:35.379997969,3,418,87,0,36.35003353797483,0.21884563722612682,-0.002898766001410036,0.16227225555105093,0.10959722720210159,-0.9734218689567438,1.0,1.0,-1,0
3035,btc,1767872700,2026-01-08,6,Up,89951.5,90096.8,0.16153149197067632,145.3000000000029,1768442315.380806,2026-01-15 01:58:35.380805969,3,418,88,0,37.97264682217751,0.1820743929650106,0.0017734577311081523,0.16153149197067632,0.19774112585155207,-0.530855119606486,1.0,1.0,1,1
3036,btc,1767873600,2026-01-08,7,Down,90096.8,89765.1,-0.3681595794745175,-331.6999999999971,1768442315.381642,2026-01-15 01:58:35.381642103,3,478,89,0,36.80311890835689,0.19693568778546028,-0.0018525169656526952,0.3681595794745175,0.0,-1.3911751721194299,1.0,1.0,-1,0
3037,btc,1767874500,2026-01-08,7,Up,89765.2,89825.8,0.06750945800823238,60.60000000000582,1768442315.382477,2026-01-15 01:58:35.382477045,3,478,90,0,42.878915282709514,0.18944271102056173,-0.0006374947014511356,0.06750945800823238,0.03625612232707775,-1.1645254835241539,1.0,1.0,1,1
3038,btc,1767875400,2026-01-08,7,Up,89825.9,89882.0,0.062454147411833145,56.10000000000582,1768442315.383317,2026-01-15 01:58:35.383316994,3,478,91,0,41.08943089427748,0.1835778581918997,0.0006924976452853393,0.062454147411833145,0.06982439374028634,-0.967988803635628,1.0,1.0,1,1
3039,btc,1767876300,2026-01-08,7,Down,89882.0,89866.3,-0.01746734607596303,-15.69999999999709,1768442315.3841438,2026-01-15 01:58:35.384143829,3,478,92,0,47.76335685479652,0.18061398414721028,-0.0023247113261400942,0.01746734607596303,0.06044678055190014,-1.0007327095944503,1.0,1.0,-1,0
3040,btc,1767877200,2026-01-08,8,Up,89866.3,89886.6,0.02258911293777858,20.30000000000291,1768442315.384984,2026-01-15 01:58:35.384984016,3,538,93,0,48.59229664768858,0.17981187167233317,-0.0018599930486229432,0.02258911293777858,0.07257197467446717,-0.9001456607397007,1.0,1.0,1,1
3041,btc,1767878100,2026-01-08,8,Up,89886.6,89945.4,0.06541575718737648,58.79999999998836,1768442315.3858318,2026-01-15 01:58:35.385831833,3,538,94,0,51.93226226656336,0.1783403093275261,-0.003837553534702498,0.06541575718737648,0.10769322661568385,-0.6236176915144727,1.0,1.0,1,1
3042,btc,1767879000,2026-01-08,8,Down,89945.4,89904.8,-0.04513849513148118,-40.59999999999127,1768442315.386685,2026-01-15 01:58:35.386684895,3,538,95,0,52.67396501819959,0.16748535092294087,-0.0028858204403038323,0.04513849513148118,0.08344283837055846,-0.7521786980376972,1.0,1.0,-1,0
3043,btc,1767879900,2026-01-08,8,Down,89904.7,89854.9,-0.055391987293214824,-49.80000000000291,1768442315.387508,2026-01-15 01:58:35.387507915,3,538,96,0,42.019661703007536,0.16034400488241063,-0.0026716066045402442,0.055391987293214824,0.057486716599438645,-0.9254885343512711,1.0,1.0,-1,0
3044,btc,1767880800,2026-01-08,9,Down,89855.0,89729.9,-0.13922430582605955,-125.10000000000582,1768442315.388433,2026-01-15 01:58:35.388432980,3,598,97,1,39.0973903685393,0.1591044780494638,-0.002439151833310671,0.13922430582605955,0.0,-1.3863035863049376,1.0,1.0,-1,0
3045,btc,1767881700,2026-01-08,9,Down,89730.0,89524.4,-0.22913183996434394,-205.60000000000582,1768442315.389247,2026-01-15 01:58:35.389246941,3,598,98,1,23.616363011320843,0.1530910309038037,-0.006353166816135625,0.22913183996434394,0.0,-2.1337702706876738,1.0,1.0,-1,0
3046,btc,1767882600,2026-01-08,9,Down,89524.4,89345.1,-0.20028059389394218,-179.29999999998836,1768442315.390149,2026-01-15 01:58:35.390149117,3,598,99,1,22.795142345190413,0.15795261930801707,-0.004678878539655207,0.20028059389394218,0.0,-2.4853180746793546,1.0,1.0,-1,0
3047,btc,1767883500,2026-01-08,9,Up,89345.1,89919.9,0.6433480963141665,574.7999999999884,1768442315.391047,2026-01-15 01:58:35.391047001,3,598,100,1,45.63434875512366,0.21852708776743887,0.0010475832110594663,0.6433480963141665,0.35091575091572236,-0.31903528485172233,1.0,1.0,1,1
